seed,fault_type,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
102,drift,All-row multinomial (safety),2.0,1436,5,3,0.6,6,0,1.0,0.034122562674094706,0.5389972144846796,20.891364902506965,1.0,20.891364902506965,0.5389972144846796,0.8349353929551877,0.6034020946076118,2.265046747016973,0.7670156666970427,0.3175911447474119,0.31225069396244753,0.12651953282795694
102,drift,All-row multinomial (utility 1:1),2.0,1436,5,3,0.6,6,0,1.0,0.03203342618384401,0.5389972144846796,20.891364902506965,1.0,20.891364902506965,0.5389972144846796,0.8350254919886672,0.6035025833418047,2.2646433914060973,0.7667254913425027,0.3174329803660614,0.31209252958109696,0.126530778656654
102,gaussian,Always PDRF,1.0,1436,37,0,0.0,16,0,1.0,0.0,0.4714484679665738,0.0,1.0,0.0,0.4714484679665738,0.7862003761367841,0.5016691422782378,2.9683837172862226,0.8333847211073275,0.34186101986209333,0.340835009541088,0.12639295299850725
102,gaussian,Always RO-PDRF-Lite,1.0,1436,37,37,1.0,16,16,0.0,1.0,0.4860724233983287,146.23955431754874,1.0,146.23955431754874,0.4860724233983287,0.8005699662045501,0.5231103047871118,2.470893195866829,0.7766912585087231,0.3042317163890002,0.30423171638900026,0.11245035892972417
102,gaussian,Frozen Lite-CF (ungated),2.0,1436,37,2,0.05405405405405406,16,0,1.0,0.7249303621169917,0.47284122562674097,13.927576601671309,1.0,13.927576601671309,0.47284122562674097,0.795527533651283,0.5166476602876645,2.6160041756739227,0.8062952124501098,0.33512362219082265,0.3340976118698174,0.1209336656789483
102,gaussian,Prospective gate Lite-CF,2.0,1436,37,2,0.05405405405405406,16,0,1.0,0.7249303621169917,0.47284122562674097,13.927576601671309,1.0,13.927576601671309,0.47284122562674097,0.795527533651283,0.5166476602876645,2.6160041756739227,0.8062952124501098,0.33512362219082265,0.3340976118698174,0.1209336656789483
102,gaussian,All-row multinomial (safety),2.0,1436,37,7,0.1891891891891892,16,3,0.8125,0.06615598885793872,0.4742339832869081,27.855153203342617,1.0,27.855153203342617,0.4742339832869081,0.7873606337396649,0.5045339387129593,2.948369935361609,0.8291795899303498,0.3466441311535383,0.34561812083253296,0.12577677855284566
102,gaussian,All-row multinomial (utility 1:1),2.0,1436,37,6,0.16216216216216217,16,3,0.8125,0.06197771587743733,0.4735376044568245,20.891364902506965,1.0,20.891364902506965,0.4735376044568245,0.787153498550393,0.5041929547446617,2.951130002738176,0.8295678638625776,0.3468694288112842,0.3458434184902787,0.1258388591635528
102,offset,Always PDRF,1.0,1436,10,0,0.0,3,0,1.0,0.0,0.5111420612813371,0.0,1.0,0.0,0.5111420612813371,0.8248632341445395,0.5842026104190533,2.4338803955531465,0.8116993491606392,0.34347408917631367,0.3434740891763136,0.13478164012964483
102,offset,Always RO-PDRF-Lite,1.0,1436,10,10,1.0,3,3,0.0,1.0,0.516016713091922,48.74651810584958,1.0,48.74651810584958,0.516016713091922,0.8313828047982614,0.5912029988645155,2.186655054463346,0.7796173952843806,0.3224745329020203,0.32247453290202044,0.12697599455282024
