replicate,negative_transfer_prevention,recovery_retention,full_selection_rate,safe_minus_pdrf_auroc,safe_minus_full_auroc
232,0.8897005113221329,0.19102196752626552,0.43356545961002785,0.006333634087946738,-0.005591279141371142
233,0.9417134831460674,0.07817385866166354,0.38340877437325904,0.003354555083626365,-0.0002711373011385909
234,0.8599382080329557,0.24933404368673415,0.42463440111420614,0.004210896336876546,-0.00709397399138556
235,0.9273927392739274,0.06880733944954129,0.43558495821727017,0.0030865943872732116,-0.0005213308105128656
236,0.8938775510204082,0.16101131071190952,0.46713091922005573,0.004426739253784895,-0.0014820665903423347
237,0.9055944055944056,0.16091245376078914,0.42341573816155986,0.005371727566026774,0.0010767207733735074
238,0.9144818976279651,0.08269631688672689,0.4658948467966574,0.005225334911103108,0.0004845087266656112
239,0.9005751848808545,0.1274617067833698,0.46742688022284123,0.004884067705095307,-0.0037684819753236454
240,0.8671611598111935,0.2470284237726098,0.4328690807799443,0.004953139400703188,-0.0040291635331830555
241,0.8914141414141414,0.1837435603892387,0.45107938718662954,0.004664854716637912,-0.0017554028087621854
242,0.908390410958904,0.10249671484888305,0.507224930362117,0.0053533423407103875,-0.00010307325463310146
243,0.9073672806067172,0.13779128672745694,0.43178969359331476,0.00555446646397062,-0.0011456476655308245
244,0.8763277693474962,0.24430264357338194,0.4369951253481894,0.006375024114640304,-0.006926903654481342
245,0.9150707743547044,0.07940161104718067,0.34491643454038995,0.004098551731846478,-0.0020510884115820804
246,0.9271284271284271,0.07563025210084033,0.3720055710306407,0.0038470072799223765,-0.0008343556105252503
247,0.9391853126792886,0.07470376094796496,0.4479456824512535,0.0052621293737314945,-0.0007715630741897961
248,0.9146413752222881,0.0790413054563998,0.36469359331476325,0.004328836188633445,-0.002042816967530947
249,0.932295719844358,0.12530712530712532,0.3828864902506964,0.004877095242814988,-0.0047122696598992375
250,0.8834048640915594,0.20753742901393907,0.3935759052924791,0.005612713456865093,-0.005731739728004892
251,0.9158200290275762,0.15881642512077296,0.4665564066852368,0.005381446318828864,-0.0009225196410685976
252,0.9122709605774569,0.13603553581343697,0.3796483286908078,0.00545751925785809,-0.002658106300026275
253,0.9049373618275608,0.07770515613652869,0.4489554317548747,0.004001241048860904,-8.581983060429454e-05
254,0.9261744966442953,0.1924546322827125,0.39949512534818943,0.005485940824606961,-0.005692468491556801
255,0.9118589743589743,0.09167132476243711,0.3852715877437326,0.003941715386101885,-0.0023123147025567725
256,0.8510971786833856,0.15854341736694677,0.4705257660167131,0.005324476847008319,-0.0016989595531686774
257,0.8814984709480123,0.22607260726072606,0.45503133704735377,0.005404921911757898,-0.005142487478953517
258,0.9365558912386707,0.056742815033161385,0.4323293871866295,0.0037889927212814145,0.0013539521304024582
259,0.9081515499425947,0.063441712926249,0.44834610027855154,0.0035313499029262507,0.0019932998413404457
260,0.8977864583333334,0.16987740805604204,0.4860898328690808,0.005212252892333957,-0.0010202334662958723
261,0.9272334293948127,0.09511731135066583,0.4022806406685237,0.004437487930273765,-0.0018163299337102812
262,0.9238900634249472,0.07754551584625759,0.3375,0.004121468134755446,0.0015094878751136243
263,0.912613981762918,0.12611940298507462,0.5086699164345404,0.005965363654196865,-7.253406739671231e-05
264,0.9265842349304483,0.06382978723404255,0.36397980501392757,0.0036464552051991284,-0.0014026308877178595
265,0.9032258064516129,0.1323529411764706,0.4640320334261838,0.005012342528119329,-0.0030065952305270427
266,0.9148580968280468,0.07880434782608696,0.39730153203342616,0.0027996331010751163,2.437251264875151e-05
267,0.9228070175438596,0.15764705882352942,0.3899547353760446,0.003936422279617435,-0.0030558053432837573
268,0.9218181818181819,0.07950401167031364,0.4104282729805014,0.004483707972778306,0.0021129708432007233
269,0.8944723618090452,0.15033407572383073,0.4323119777158774,0.004821925561166118,-0.0036523385933868724
270,0.9144225014961102,0.09173272933182333,0.46868036211699166,0.0058257536796177956,-0.0009136036822745552
271,0.9231378763866878,0.07330677290836653,0.3977889972144847,0.0023577815251256684,0.0005274012524721927
272,0.9136363636363636,0.10918774966711052,0.3569289693593315,0.0032822093310392875,-0.0005251008233492227
273,0.893223819301848,0.17067307692307693,0.43645543175487467,0.004756859705245975,-0.0014879659823184843
274,0.9108072916666666,0.14693665628245067,0.4854108635097493,0.006459095775411261,-0.002529807982266874
275,0.9078838174273859,0.1422976501305483,0.49622214484679666,0.005828036544798243,-0.0016818496815311779
276,0.9228165199729181,0.07916666666666666,0.3836699164345404,0.0037818441542047943,-0.0006128973083996403
277,0.9160671462829736,0.1336104513064133,0.3927924791086351,0.004622779610693795,-0.002369114446155618
278,0.8393501805054151,0.22121049812533475,0.475191504178273,0.005496414073501765,-0.004439589263617982
279,0.8508033664881408,0.26146993318485523,0.44923398328690806,0.005726907503274203,-0.006242989969888035
280,0.933806146572104,0.07004669779853236,0.4357242339832869,0.0033807228666513645,-0.0015452257663369773
281,0.8975487115021998,0.18190169958658706,0.43882311977715877,0.006356528076276291,-0.004024048518281864
282,0.8932038834951457,0.20533182076006806,0.417775069637883,0.005543558214819444,-0.004792052847749972
283,0.8889916743755781,0.154419595314164,0.4429839832869081,0.004994904217479612,-0.005230914436998524
284,0.9396825396825397,0.06318082788671024,0.4542653203342618,0.0041222802303875206,0.0008996564447197875
