seed,repeat,features,C,auroc,auprc,brier,threshold
104,5,confidence_entropy_6,0.05,0.9199457259158751,0.9756385406695245,0.13202802949964737,0.65
104,1,confidence_entropy_6,0.1,0.9145183175033922,0.973553864213982,0.1228836069651545,0.675
104,2,confidence_entropy_6,0.1,0.9145183175033922,0.974336761730416,0.12347530193510285,0.7
104,3,confidence_entropy_6,0.1,0.9274084124830393,0.9779644872567257,0.11771893827534405,0.675
104,4,confidence_entropy_6,0.1,0.917910447761194,0.9751201164130401,0.12225522042697057,0.7
104,5,confidence_entropy_6,0.1,0.9280868385345997,0.9783401153929545,0.11924572783121727,0.7
104,1,confidence_entropy_6,0.5,0.9341926729986432,0.9802647439113213,0.10607159323325682,0.725
104,2,confidence_entropy_6,0.5,0.926729986431479,0.9768081047142883,0.10870574761694808,0.75
104,3,confidence_entropy_6,0.5,0.9355495251017639,0.98069353865912,0.10225588790763003,0.725
104,4,confidence_entropy_6,0.5,0.9280868385345996,0.9782265854155707,0.10942197782652792,0.725
104,5,confidence_entropy_6,0.5,0.9308005427408413,0.9783262014963265,0.10442920132331411,0.775
104,1,confidence_entropy_6,1.0,0.9158751696065129,0.9723028887498677,0.10321464769101932,0.875
104,2,confidence_entropy_6,1.0,0.9240162822252375,0.975328852103877,0.10387008279589911,0.9
104,3,confidence_entropy_6,1.0,0.9145183175033922,0.9719448802364411,0.11084200261807176,0.875
104,4,confidence_entropy_6,1.0,0.9111261872455902,0.9699521127633288,0.10967562363692018,0.9
104,5,confidence_entropy_6,1.0,0.9341926729986431,0.9801534501976699,0.10368108383977477,0.75
104,1,confidence_entropy_6,5.0,0.937584803256445,0.9793028900494107,0.0988366341957659,0.825
104,2,confidence_entropy_6,5.0,0.9151967435549525,0.9736896991206218,0.1089475655381739,0.775
104,3,confidence_entropy_6,5.0,0.9369063772048847,0.9800512961989027,0.10240755540748074,0.8
104,4,confidence_entropy_6,5.0,0.937584803256445,0.9812437270138589,0.09433038484727906,0.875
104,5,confidence_entropy_6,5.0,0.9382632293080054,0.9809543230174512,0.09647220784286455,0.8500000000000001
105,1,confidence_entropy_6,0.01,0.6350182149362478,0.7168553041367928,0.23774678359092574,0.9
105,2,confidence_entropy_6,0.01,0.6289845173041895,0.7145154080520999,0.23950825783420446,0.9
105,3,confidence_entropy_6,0.01,0.6434426229508197,0.7170753095710878,0.23792627346526918,0.9
105,4,confidence_entropy_6,0.01,0.6308060109289617,0.7138621861964201,0.23805192812307782,0.65
105,5,confidence_entropy_6,0.01,0.640596539162113,0.7363918080723592,0.23747177458997235,0.9
105,1,confidence_entropy_6,0.05,0.6210154826958106,0.6834096383911762,0.23883824372286666,0.9
105,2,confidence_entropy_6,0.05,0.6436703096539163,0.7162342130816544,0.23410884315036476,0.9
105,3,confidence_entropy_6,0.05,0.6449225865209472,0.7309770263561745,0.23508043505625995,0.9
105,4,confidence_entropy_6,0.05,0.6080373406193078,0.6893952429375401,0.2400686586012732,0.9
105,5,confidence_entropy_6,0.05,0.6271630236794171,0.70286552405888,0.23897029373905795,0.9
105,1,confidence_entropy_6,0.1,0.6362704918032787,0.728976491825792,0.23498699095436615,0.725
105,2,confidence_entropy_6,0.1,0.6561930783242259,0.731916873944803,0.23198643329814572,0.9
105,3,confidence_entropy_6,0.1,0.645719489981785,0.7247264719943886,0.23287254319311432,0.9
105,4,confidence_entropy_6,0.1,0.6156648451730419,0.6986891647905249,0.2407810449143787,0.9
105,5,confidence_entropy_6,0.1,0.6519808743169399,0.7300328376565984,0.23333815439136418,0.775
