run_id,seed,fault_type,prevalence,stream,method,metric,value,n
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Safe-CF,ece15,0.25214085677983095,3953
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,PDRF,accuracy,0.5797433547204399,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,PDRF,macro_f1,0.5570701064345126,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,PDRF,macro_auroc,0.8651046002445187,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,PDRF,macro_auprc,0.6437893117211458,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,PDRF,nll,1.9015544028503881,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,PDRF,brier,0.6554699838153433,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,PDRF,ece15,0.25918262953145255,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,RO-PDRF-Full,accuracy,0.5728689275893676,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,RO-PDRF-Full,macro_f1,0.5510028034342551,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,RO-PDRF-Full,macro_auroc,0.8595573992994624,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,RO-PDRF-Full,macro_auprc,0.6252734079117123,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,RO-PDRF-Full,nll,1.807138618793435,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,RO-PDRF-Full,brier,0.6601922080992507,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,RO-PDRF-Full,ece15,0.24908171039617577,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,SR-PDRF-Balanced-CF,accuracy,0.5781393217231897,4364
CEE-CF10-R2,101,drift,0.1,full_mixed_stream,SR-PDRF-Balanced-CF,macro_f1,0.5553487222976797,4364
