seed,model,stress_type,level,metric,value
101,CRF,reported_quality,0.15,aurc,0.23571009711995675
101,CRF,reported_quality,0.4,macro_auroc,0.8419715793623291
101,CRF,reported_quality,0.4,nll,2.0060125430249363
101,CRF,reported_quality,0.4,aurc,0.24668091816005755
101,CRF,reported_quality,0.7,macro_auroc,0.83126434920354
101,CRF,reported_quality,0.7,nll,2.1615957369458734
101,CRF,reported_quality,0.7,aurc,0.262826612035279
101,CRF,reported_quality,1.0,macro_auroc,0.8212240980234098
101,CRF,reported_quality,1.0,nll,2.331251515130581
101,CRF,reported_quality,1.0,aurc,0.2761802984818133
102,UF,severity,0.0,macro_auroc,0.8503825241929319
102,UF,severity,0.0,nll,1.5653805151548388
102,UF,severity,0.0,aurc,0.24909876864849587
102,UF,severity,1.0,macro_auroc,0.8292814033587241
102,UF,severity,1.0,nll,1.7796377580529534
102,UF,severity,1.0,aurc,0.2739846166354018
102,UF,severity,2.0,macro_auroc,0.8066368345885312
102,UF,severity,2.0,nll,2.1050859858806237
102,UF,severity,2.0,aurc,0.3030862460848223
102,UF,severity,3.0,macro_auroc,0.7886126154163021
102,UF,severity,3.0,nll,2.436169814476319
102,UF,severity,3.0,aurc,0.3290854202507732
102,UF,severity,4.0,macro_auroc,0.7738368616898007
102,UF,severity,4.0,nll,2.738508708608677
102,UF,severity,4.0,aurc,0.35035643408632416
102,UF,severity,5.0,macro_auroc,0.7617634824795623
102,UF,severity,5.0,nll,3.002749202079438
102,UF,severity,5.0,aurc,0.369147157315121
102,UF,fraction,0.1,macro_auroc,0.8332978659522442
102,UF,fraction,0.1,nll,1.7853641163071408
102,UF,fraction,0.1,aurc,0.2728253610818384
102,UF,fraction,0.25,macro_auroc,0.8072653180941302
102,UF,fraction,0.25,nll,2.1390313562868117
102,UF,fraction,0.25,aurc,0.3079117814758365
102,UF,fraction,0.4,macro_auroc,0.7886126154163021
102,UF,fraction,0.4,nll,2.436169814476319
102,UF,fraction,0.4,aurc,0.3290854202507732
102,UF,fraction,0.6,macro_auroc,0.7553948120115108
102,UF,fraction,0.6,nll,2.9499991224259294
102,UF,fraction,0.6,aurc,0.3710051631245405
102,UF,fraction,0.8,macro_auroc,0.7344368636149422
102,UF,fraction,0.8,nll,3.3877504633299047
102,UF,fraction,0.8,aurc,0.4005167825023267
102,UF,fault_modality,0.0,macro_auroc,0.7886126154163021
102,UF,fault_modality,0.0,nll,2.436169814476319
102,UF,fault_modality,0.0,aurc,0.3290854202507732
102,UF,fault_modality,1.0,macro_auroc,0.7897516807749912
102,UF,fault_modality,1.0,nll,2.5863653814102667
102,UF,fault_modality,1.0,aurc,0.34213183645022366
102,UF,fault_modality,2.0,macro_auroc,0.8021824397939253
102,UF,fault_modality,2.0,nll,2.2164294770929867
102,UF,fault_modality,2.0,aurc,0.33057742686600056
102,UF,fault_modality,3.0,macro_auroc,0.7851903314375037
102,UF,fault_modality,3.0,nll,2.491860619967566
102,UF,fault_modality,3.0,aurc,0.36890776100821693
102,UF,reported_quality,0.15,macro_auroc,0.7886126154163021
102,UF,reported_quality,0.15,nll,2.436169814476319
