seed,method,fault_realization,batch,subset,metric,value,n
102,EF-PD+CD,70001,9,affected,nll,4.4163088196373055,195
102,EF-PD+CD,70001,9,affected,brier,1.0701505455199976,195
102,EF-PD+CD,70001,9,affected,ece15,0.48881178131470315,195
102,EF-PD+CD,70001,9,unaffected,accuracy,0.6072727272727273,275
102,EF-PD+CD,70001,9,unaffected,macro_f1,0.6208915519040519,275
102,EF-PD+CD,70001,9,unaffected,macro_auroc,0.8872182864120582,275
102,EF-PD+CD,70001,9,unaffected,macro_auprc,0.7447101133918886,275
102,EF-PD+CD,70001,9,unaffected,nll,1.1130828768556897,275
102,EF-PD+CD,70001,9,unaffected,brier,0.51175687534273,275
102,EF-PD+CD,70001,9,unaffected,ece15,0.15849822727116672,275
102,EF-PD+CD,70001,10,all,accuracy,0.5275,3600
102,EF-PD+CD,70001,10,all,macro_f1,0.5261262263743488,3600
102,EF-PD+CD,70001,10,all,macro_auroc,0.8071182407407408,3600
102,EF-PD+CD,70001,10,all,macro_auprc,0.5425130126856683,3600
102,EF-PD+CD,70001,10,all,nll,2.5919607130959794,3600
102,EF-PD+CD,70001,10,all,brier,0.7480880174911009,3600
102,EF-PD+CD,70001,10,all,ece15,0.29800842197404964,3600
102,EF-PD+CD,70001,10,affected,accuracy,0.44482758620689655,1450
102,EF-PD+CD,70001,10,affected,macro_f1,0.44048810219249895,1450
102,EF-PD+CD,70001,10,affected,macro_auroc,0.7560253457967234,1450
102,EF-PD+CD,70001,10,affected,macro_auprc,0.4672770619501765,1450
102,EF-PD+CD,70001,10,affected,nll,3.8390292810459967,1450
102,EF-PD+CD,70001,10,affected,brier,0.9331413223664292,1450
102,EF-PD+CD,70001,10,affected,ece15,0.4248013230027824,1450
102,EF-PD+CD,70001,10,unaffected,accuracy,0.5832558139534884,2150
102,EF-PD+CD,70001,10,unaffected,macro_f1,0.585085062412483,2150
102,EF-PD+CD,70001,10,unaffected,macro_auroc,0.8482949445195814,2150
102,EF-PD+CD,70001,10,unaffected,macro_auprc,0.6081639158539263,2150
102,EF-PD+CD,70001,10,unaffected,nll,1.7509144695948047,2150
102,EF-PD+CD,70001,10,unaffected,brier,0.6232846258309958,2150
102,EF-PD+CD,70001,10,unaffected,ece15,0.213175434705823,2150
102,UF-PD+CD,70001,all,all,accuracy,0.5164986251145738,4364
102,UF-PD+CD,70001,all,all,macro_f1,0.502844109088839,4364
102,UF-PD+CD,70001,all,all,macro_auroc,0.8187389513403777,4364
102,UF-PD+CD,70001,all,all,macro_auprc,0.5495232352477563,4364
102,UF-PD+CD,70001,all,all,nll,1.7526901010378024,4364
102,UF-PD+CD,70001,all,all,brier,0.685656864961995,4364
102,UF-PD+CD,70001,all,all,ece15,0.23469594887890585,4364
102,UF-PD+CD,70001,all,affected,accuracy,0.4753541076487252,1765
102,UF-PD+CD,70001,all,affected,macro_f1,0.4592568131929505,1765
102,UF-PD+CD,70001,all,affected,macro_auroc,0.7852910148102046,1765
102,UF-PD+CD,70001,all,affected,macro_auprc,0.49435219754249654,1765
102,UF-PD+CD,70001,all,affected,nll,2.108309318876061,1765
102,UF-PD+CD,70001,all,affected,brier,0.7708796983036339,1765
102,UF-PD+CD,70001,all,affected,ece15,0.2751395689360481,1765
102,UF-PD+CD,70001,all,unaffected,accuracy,0.544440169295883,2599
102,UF-PD+CD,70001,all,unaffected,macro_f1,0.5310648923385094,2599
102,UF-PD+CD,70001,all,unaffected,macro_auroc,0.8430838014982379,2599
102,UF-PD+CD,70001,all,unaffected,macro_auprc,0.5892731882769539,2599
102,UF-PD+CD,70001,all,unaffected,nll,1.5111864767651875,2599
102,UF-PD+CD,70001,all,unaffected,brier,0.6277814125387581,2599
102,UF-PD+CD,70001,all,unaffected,ece15,0.2072303748763768,2599
102,UF-PD+CD,70001,8,all,accuracy,0.5782312925170068,294
102,UF-PD+CD,70001,8,all,macro_f1,0.5959557857329455,294
102,UF-PD+CD,70001,8,all,macro_auroc,0.9043801329483637,294
102,UF-PD+CD,70001,8,all,macro_auprc,0.7001942693481619,294
102,UF-PD+CD,70001,8,all,nll,1.0794423375778812,294
102,UF-PD+CD,70001,8,all,brier,0.538069178967482,294
102,UF-PD+CD,70001,8,all,ece15,0.1538793239362386,294
102,UF-PD+CD,70001,8,affected,accuracy,0.525,120
102,UF-PD+CD,70001,8,affected,macro_f1,0.5237539772025376,120
102,UF-PD+CD,70001,8,affected,macro_auroc,0.8736895402468594,120
102,UF-PD+CD,70001,8,affected,macro_auprc,0.6160508421123024,120
102,UF-PD+CD,70001,8,affected,nll,1.4625747775447764,120
102,UF-PD+CD,70001,8,affected,brier,0.701286604313058,120
102,UF-PD+CD,70001,8,affected,ece15,0.26702048629522324,120
102,UF-PD+CD,70001,8,unaffected,accuracy,0.6149425287356322,174
102,UF-PD+CD,70001,8,unaffected,macro_f1,0.6523033866107589,174
102,UF-PD+CD,70001,8,unaffected,macro_auroc,0.9342935527518841,174
102,UF-PD+CD,70001,8,unaffected,macro_auprc,0.7950247229712678,174
102,UF-PD+CD,70001,8,unaffected,nll,0.815213068635195,174
102,UF-PD+CD,70001,8,unaffected,brier,0.42550543734984325,174
102,UF-PD+CD,70001,8,unaffected,ece15,0.12321054755613721,174
102,UF-PD+CD,70001,9,all,accuracy,0.5851063829787234,470
102,UF-PD+CD,70001,9,all,macro_f1,0.5532567914369556,470
102,UF-PD+CD,70001,9,all,macro_auroc,0.8668741301717575,470
102,UF-PD+CD,70001,9,all,macro_auprc,0.6702391929737516,470
102,UF-PD+CD,70001,9,all,nll,1.334824991824624,470
102,UF-PD+CD,70001,9,all,brier,0.5753822520103462,470
102,UF-PD+CD,70001,9,all,ece15,0.1661636670219137,470
102,UF-PD+CD,70001,9,affected,accuracy,0.5230769230769231,195
102,UF-PD+CD,70001,9,affected,macro_f1,0.4939548218962389,195
102,UF-PD+CD,70001,9,affected,macro_auroc,0.8180526223428685,195
