seed,rank_weight,regime,metric,value
109,0.15,silent_fault,nll,2.0503767861217
109,0.15,silent_fault,aurc,0.2512464338266185
109,0.03,complete_drift,macro_auroc,0.8781240629902999
109,0.03,complete_drift,nll,1.4720441576727832
109,0.03,complete_drift,aurc,0.18223439013563023
109,0.03,missing_drift,macro_auroc,0.8548757838249043
109,0.03,missing_drift,nll,1.6713116099325265
109,0.03,missing_drift,aurc,0.22203689965010096
109,0.03,reported_fault,macro_auroc,0.8470487476744445
109,0.03,reported_fault,nll,1.7659447167106372
109,0.03,reported_fault,aurc,0.23009230266063604
109,0.03,silent_fault,macro_auroc,0.8198087137371296
109,0.03,silent_fault,nll,2.14813014109892
109,0.03,silent_fault,aurc,0.27209333408149433
109,0.07,complete_drift,macro_auroc,0.8724008255997934
109,0.07,complete_drift,nll,1.571635198232832
109,0.07,complete_drift,aurc,0.18475124267024123
109,0.07,missing_drift,macro_auroc,0.8500614332124337
109,0.07,missing_drift,nll,1.7875214486059816
109,0.07,missing_drift,aurc,0.22712508851091545
109,0.07,reported_fault,macro_auroc,0.8447625655568322
109,0.07,reported_fault,nll,1.8545744572100407
109,0.07,reported_fault,aurc,0.23496892544167658
109,0.07,silent_fault,macro_auroc,0.8199303971439118
109,0.07,silent_fault,nll,2.1908633011703973
109,0.07,silent_fault,aurc,0.2672981754243495
109,0.3,complete_drift,macro_auroc,0.8737696198279786
109,0.3,complete_drift,nll,1.5653681172324185
109,0.3,complete_drift,aurc,0.189521739411254
109,0.3,missing_drift,macro_auroc,0.8543368441941009
109,0.3,missing_drift,nll,1.7385004283460723
109,0.3,missing_drift,aurc,0.2199236893405675
109,0.3,reported_fault,macro_auroc,0.8477615690405078
109,0.3,reported_fault,nll,1.8242391653945795
109,0.3,reported_fault,aurc,0.22777144045191286
109,0.3,silent_fault,macro_auroc,0.8317887704520478
109,0.3,silent_fault,nll,2.005046084635073
109,0.3,silent_fault,aurc,0.2467799173326023
110,0.0,complete_drift,macro_auroc,0.8650331767714726
110,0.0,complete_drift,nll,1.3436608028488166
110,0.0,complete_drift,aurc,0.1856675931187011
110,0.0,missing_drift,macro_auroc,0.8516762783172042
